ID_Cliente,Evasion,Genero,EsAdultoMayor,TienePareja,TieneDependientes,AntigüedadMeses,ServicioTelefonico,MultiplesLineas,TipoInternet,SeguridadEnLinea,RespaldoEnLinea,ProteccionEquipos,SoporteTecnico,TVStreaming,PeliculasStreaming,TipoContrato,FacturaDigital,MetodoPago,CargosMensuales,CargosTotales,CargosDiarios
1850-AKQEP,False,Male,0,False,True,8,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.35,178.7,0.67
1852-QSWCD,False,Male,0,True,True,64,True,True,No,,,,,,,Two year,True,Mailed check,24.8,1514.85,0.81
1852-XEMDW,False,Male,0,False,False,22,True,True,DSL,True,True,True,False,False,False,Month-to-month,False,Mailed check,65.05,1427.55,2.14
1853-ARAAQ,False,Female,0,False,False,26,False,,DSL,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),50.35,1277.5,1.65
1853-UDXBW,True,Male,0,True,True,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.0,70.0,2.3
1855-AGAWH,False,Male,0,True,False,31,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,93.8,2939.8,3.08
1855-CFULU,False,Female,1,False,False,4,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.05,91.45,0.66
1862-QRWPE,False,Female,0,True,True,48,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.65,1057.0,0.68
1862-SKORY,True,Female,1,True,False,40,False,,DSL,False,True,False,False,True,False,Month-to-month,True,Electronic check,39.3,1637.4,1.29
1866-DIOQZ,False,Female,0,True,False,71,False,,DSL,True,True,True,True,True,True,One year,False,Bank transfer (automatic),66.8,4689.15,2.19
1866-NXPSP,False,Female,0,False,False,36,True,False,DSL,True,True,True,True,False,True,One year,True,Mailed check,75.55,2680.15,2.48
1866-OBPNR,False,Male,0,True,True,1,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Credit card (automatic),74.6,74.6,2.45
1866-RZZQS,True,Male,1,False,False,41,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.4,4187.75,3.23
1866-ZSLJM,False,Male,0,False,False,21,True,False,No,,,,,,,Month-to-month,False,Credit card (automatic),20.5,402.85,0.67
1867-BDVFH,True,Male,0,True,True,11,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.35,834.2,2.44
1867-TJHTS,False,Female,0,False,False,58,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),79.8,4526.85,2.62
1871-MOWRM,True,Male,0,True,False,12,True,False,Fiber optic,True,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),80.85,866.45,2.66
1872-EBWSC,False,Female,0,False,False,29,True,False,No,,,,,,,One year,False,Mailed check,20.35,617.35,0.67
1875-QIVME,True,Female,0,True,False,2,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,104.4,242.8,3.43
1877-HKBQX,False,Female,0,False,False,11,True,False,DSL,True,False,False,True,False,False,One year,True,Mailed check,54.6,617.85,1.79
1891-FZYSA,True,Male,1,True,False,69,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,89.95,6143.15,2.95
1891-QRQSA,False,Male,1,True,True,64,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Bank transfer (automatic),111.6,7099.0,3.67
1891-UAWWU,True,Female,1,True,False,20,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,False,Electronic check,90.8,1951.0,2.98
1894-IGFSG,True,Female,0,False,False,22,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,89.25,1907.85,2.93
1895-QTKDO,False,Female,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),43.95,43.95,1.44
1897-OKVMW,False,Female,0,True,True,64,True,True,DSL,True,True,True,True,True,True,Two year,True,Mailed check,90.6,5817.45,2.98
1897-RCFUM,False,Female,0,True,True,39,True,True,No,,,,,,,One year,True,Mailed check,24.2,914.6,0.8
1898-JSNDC,False,Female,0,False,False,39,True,False,DSL,False,True,False,False,True,False,One year,True,Credit card (automatic),58.6,2224.5,1.93
1899-VXWXM,True,Male,0,False,False,48,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Credit card (automatic),106.1,5082.8,3.49
1902-XBTFB,True,Male,0,False,True,22,True,False,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,89.4,2001.5,2.94
1904-WAJAA,False,Female,0,True,True,24,True,True,DSL,True,True,True,False,False,False,Two year,False,Electronic check,64.35,1558.65,2.11
1905-OEILC,False,Female,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.5,19.5,0.64
1907-UBQFC,True,Male,1,False,False,10,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,72.85,688.65,2.39
1907-YLNYW,False,Male,0,False,False,8,True,False,DSL,True,False,True,False,False,True,Month-to-month,True,Electronic check,66.7,579.0,2.19
1910-FMXJM,False,Female,0,True,False,36,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Electronic check,80.4,2937.65,2.64
1915-IOFGU,True,Female,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,70.5,70.5,2.32
1915-OAKWD,False,Female,0,False,True,16,True,False,No,,,,,,,One year,True,Bank transfer (automatic),19.3,360.35,0.63
1918-ZBFQJ,True,Female,0,False,False,13,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,79.25,1111.65,2.6
1919-RTPQD,False,Male,0,True,True,7,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.75,333.65,1.47
1921-KYSAY,False,Female,0,False,False,41,True,True,DSL,False,False,True,True,False,True,One year,True,Electronic check,68.6,2877.05,2.25
1925-GMVBW,False,Female,0,False,False,5,True,False,No,,,,,,,Month-to-month,False,Credit card (automatic),20.55,96.1,0.68
1925-LFCZZ,False,Male,1,False,False,55,False,,DSL,False,False,True,False,True,True,One year,True,Bank transfer (automatic),50.05,2743.45,1.64
1925-TIBLE,True,Female,0,True,False,7,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,86.5,582.5,2.84
1926-QUZNN,False,Female,0,True,False,72,True,True,No,,,,,,,Two year,True,Bank transfer (automatic),25.25,1841.2,0.83
1927-QEWMY,False,Female,0,True,False,72,True,False,No,,,,,,,Two year,False,Credit card (automatic),20.5,1502.25,0.67
1928-BXYIV,False,Male,0,False,False,1,True,True,DSL,True,True,False,False,False,False,Month-to-month,False,Electronic check,61.15,61.15,2.01
1929-ZCBHE,False,Male,0,True,True,47,False,,DSL,True,False,True,True,False,False,One year,False,Electronic check,40.3,1794.8,1.32
1930-BZLHI,False,Male,0,False,False,21,True,False,No,,,,,,,One year,True,Mailed check,20.35,422.7,0.67
1930-QPBVZ,False,Male,0,True,True,68,True,False,Fiber optic,True,True,False,True,False,True,Two year,False,Bank transfer (automatic),95.1,6683.4,3.12
1930-WNXSB,False,Male,0,True,True,58,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,92.85,5305.05,3.05
1932-UEDCX,False,Male,1,True,False,33,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),100.6,3270.25,3.3
1934-MKPXS,False,Male,0,True,True,33,True,False,No,,,,,,,One year,False,Credit card (automatic),20.1,620.55,0.66
1934-SJVJK,True,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.15,20.15,0.66
1935-IMVBB,False,Male,0,True,False,56,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Mailed check,89.7,4952.95,2.95
1936-CZAKF,False,Male,0,True,False,49,False,,DSL,False,True,False,False,True,True,Two year,False,Credit card (automatic),49.65,2409.9,1.63
1936-UAFEH,False,Female,0,False,False,68,True,True,Fiber optic,True,True,False,True,True,True,Two year,False,Credit card (automatic),110.25,7279.35,3.62
1937-OTUKY,False,Female,0,True,False,72,True,True,Fiber optic,True,False,True,True,True,False,Two year,True,Bank transfer (automatic),98.2,7015.9,3.23
1941-HOSAM,False,Male,0,True,True,1,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,90.1,90.1,2.96
1942-OQFRW,False,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.0,44.0,1.45
1945-XISKS,False,Female,0,True,False,67,True,False,No,,,,,,,Two year,False,Mailed check,19.65,1335.2,0.65
1950-KSVVJ,False,Female,0,True,False,45,True,True,Fiber optic,True,True,True,True,True,True,One year,False,Mailed check,113.3,5032.25,3.72
1951-IEYXM,False,Male,0,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),90.6,6441.85,2.98
1952-DVVSW,False,Female,0,True,False,10,True,False,No,,,,,,,One year,False,Mailed check,20.1,184.4,0.66
1955-IBMMB,False,Male,0,False,False,59,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),20.2,1192.3,0.66
1956-YIFGE,False,Male,0,True,True,22,True,False,Fiber optic,False,True,True,False,True,True,One year,True,Mailed check,100.05,2090.25,3.29
1958-RNRKS,False,Male,0,True,False,30,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,49.9,1441.95,1.64
1960-UOTYM,False,Male,0,True,True,52,True,False,DSL,True,True,True,False,True,True,Two year,False,Electronic check,79.2,4016.3,2.6
1960-UYCNN,False,Male,0,False,False,10,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,95.25,1021.55,3.13
1963-SVUCV,True,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,45.3,45.3,1.49
1963-VAUKV,True,Female,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.4,20.4,0.67
1964-SVLEA,False,Male,0,False,False,20,True,False,No,,,,,,,One year,True,Mailed check,19.7,415.9,0.65
1965-AKTSX,True,Female,1,False,False,14,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,78.95,1101.85,2.59
1965-DDBWU,True,Male,0,False,False,16,True,True,Fiber optic,False,False,False,True,False,True,Month-to-month,True,Credit card (automatic),89.05,1448.6,2.93
1970-KKFWL,False,Female,0,False,False,35,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),23.3,797.1,0.77
1971-DTCZB,False,Female,0,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),90.95,6468.6,2.99
1972-XMUWV,False,Female,0,True,False,65,True,False,DSL,False,False,False,True,True,False,Two year,True,Credit card (automatic),59.8,3808.2,1.96
1976-AZZPJ,False,Male,0,True,False,7,False,,DSL,True,True,False,False,False,False,Month-to-month,False,Mailed check,34.2,256.6,1.12
1976-CFOCS,True,Female,1,True,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,46.0,46.0,1.51
1977-STDKI,True,Female,1,False,False,1,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,73.0,73.0,2.4
1980-KXVPM,True,Female,1,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),75.05,256.25,2.47
1981-INRFU,True,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.75,164.5,2.62
1982-FEBTD,False,Female,0,True,True,23,True,True,No,,,,,,,Two year,True,Credit card (automatic),25.6,514.75,0.84
1984-FCOWB,True,Female,0,True,False,70,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Electronic check,109.5,7674.55,3.6
1984-GPTEH,False,Female,0,False,False,29,True,True,No,,,,,,,Month-to-month,False,Electronic check,25.15,702.0,0.83
1985-MBRYP,False,Female,0,False,False,43,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),19.65,779.25,0.65
1986-PHGZF,False,Male,1,False,False,18,True,True,DSL,True,True,False,False,False,False,Month-to-month,True,Credit card (automatic),58.4,964.9,1.92
1987-AUELQ,False,Female,0,True,False,71,True,True,No,,,,,,,Two year,False,Credit card (automatic),25.05,1873.7,0.82
1989-PRJHP,True,Male,1,True,False,27,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.5,1893.95,2.48
1991-VOPLL,False,Female,0,False,False,9,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.05,157.65,0.63
1996-DBMUS,False,Female,1,True,False,48,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),70.65,3545.05,2.32
1998-VHJHK,False,Female,0,False,False,27,True,False,No,,,,,,,One year,False,Mailed check,19.15,501.35,0.63
2000-DHJUY,False,Female,1,True,False,70,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),92.2,6474.45,3.03
2000-MPKCA,False,Female,0,False,False,58,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Electronic check,107.75,6332.75,3.54
2001-EWBQU,False,Female,0,False,False,60,True,True,Fiber optic,False,True,True,False,True,True,Two year,False,Electronic check,104.7,6333.8,3.44
2001-MCUUW,False,Male,0,False,False,46,True,True,Fiber optic,False,True,True,True,True,True,Two year,False,Electronic check,108.65,4903.2,3.57
2002-MZHWP,True,Female,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.5,20.5,0.67
2003-CKLOR,True,Male,0,False,False,66,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Electronic check,99.5,6710.5,3.27
2004-OCQXK,True,Female,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,81.95,81.95,2.69
2005-DWQZJ,False,Female,0,True,True,8,True,False,No,,,,,,,Two year,False,Mailed check,19.05,201.7,0.63
2007-QVGAW,False,Female,0,True,True,68,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),19.35,1292.65,0.64
2011-TRQYE,True,Male,0,False,False,18,False,,DSL,False,True,True,False,False,False,Month-to-month,True,Credit card (automatic),33.5,600.0,1.1
2012-NWRPA,True,Female,1,True,False,11,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,99.55,1131.2,3.27
2013-SGDXK,True,Female,0,False,False,1,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,False,Electronic check,84.3,84.3,2.77
2014-MKGMH,False,Female,0,False,False,46,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,101.1,4674.4,3.32
2017-CCBLH,False,Female,0,False,False,8,True,False,No,,,,,,,Two year,False,Mailed check,20.0,141.6,0.66
2018-PZKMU,False,Male,0,True,True,9,True,False,Fiber optic,False,False,True,True,True,True,Month-to-month,False,Electronic check,103.1,970.45,3.39
2018-QKYGT,False,Male,0,True,True,1,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,81.05,81.05,2.66
2019-HDCZY,False,Male,0,True,False,63,True,True,Fiber optic,False,False,True,False,True,True,Two year,False,Electronic check,102.6,6296.75,3.37
2023-VQFDL,False,Male,0,False,False,18,True,False,No,,,,,,,Month-to-month,False,Electronic check,19.0,348.8,0.62
2024-BASKD,True,Female,0,False,False,1,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Mailed check,74.6,74.6,2.45
2025-JKFWI,True,Male,0,False,False,13,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Mailed check,99.0,1301.7,3.25
2026-TGDHM,True,Female,0,False,False,7,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.3,523.15,2.61
2027-CWDNU,False,Male,0,True,True,18,True,False,Fiber optic,False,False,False,True,False,True,Month-to-month,True,Electronic check,85.6,1601.5,2.81
2027-DNKIV,False,Male,0,True,True,37,True,False,DSL,True,False,True,True,False,False,One year,True,Mailed check,58.75,2203.1,1.93
2027-FECZV,True,Male,0,False,False,12,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,106.7,1253.9,3.51
2027-OAQQC,True,Female,0,False,False,43,False,,DSL,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),49.05,2076.2,1.61
2027-WKXMW,False,Female,0,True,False,63,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,108.75,6871.7,3.57
2030-BTZRO,False,Male,0,True,True,6,True,False,No,,,,,,,Two year,True,Credit card (automatic),20.4,107.6,0.67
2034-CGRHZ,True,Male,1,False,False,24,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Credit card (automatic),102.95,2496.7,3.38
2034-GDRCN,True,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,90.4,168.2,2.97
2037-SGXHH,True,Male,0,True,True,38,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,94.65,3624.3,3.11
2037-XJFUP,True,Male,0,True,False,33,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,95.8,3036.75,3.15
2038-LLMLM,False,Female,0,False,False,48,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,103.85,4946.05,3.41
2038-OEQZH,False,Male,0,False,False,4,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,False,Electronic check,86.05,308.1,2.83
2038-YSEZE,False,Female,0,False,False,29,True,True,DSL,True,True,False,True,False,False,Month-to-month,False,Mailed check,67.45,1801.1,2.22
2039-JONDJ,False,Male,0,False,False,27,True,False,DSL,True,True,False,False,False,False,One year,False,Bank transfer (automatic),55.45,1477.65,1.82
2040-LDIWQ,False,Male,0,True,True,65,True,True,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),84.2,5324.5,2.77
2040-OBMLJ,False,Male,0,False,False,31,True,True,Fiber optic,False,False,False,True,False,False,One year,False,Credit card (automatic),81.7,2548.65,2.68
2040-VZIKE,False,Female,0,True,False,49,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Mailed check,100.85,4847.35,3.31
2040-XBAVJ,False,Male,0,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),114.45,8100.55,3.76
2041-JIJCI,False,Female,0,False,False,5,True,True,DSL,False,True,False,False,False,True,Month-to-month,True,Electronic check,64.0,370.25,2.1
2043-WVTQJ,False,Male,0,True,False,1,True,False,DSL,True,False,True,False,False,False,Month-to-month,False,Mailed check,55.7,55.7,1.83
2045-BMBTJ,False,Female,1,False,False,33,False,,DSL,True,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),59.45,1884.65,1.95
2049-BAFNW,False,Female,0,False,False,1,False,,DSL,False,False,True,True,False,False,Month-to-month,False,Mailed check,35.9,35.9,1.18
2050-ONYDQ,False,Female,0,True,True,65,True,True,No,,,,,,,Two year,False,Credit card (automatic),26.0,1654.85,0.85
2054-PJOCK,False,Female,0,False,False,60,True,True,DSL,False,False,True,True,True,True,One year,False,Credit card (automatic),80.55,4847.05,2.65
2055-BFOCC,False,Male,1,True,False,63,True,False,DSL,True,True,True,True,True,True,One year,True,Bank transfer (automatic),84.0,5329.55,2.76
2055-PDADH,True,Female,1,False,False,3,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.4,204.7,2.31
2055-SIFSS,False,Female,1,True,False,55,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),51.65,2838.55,1.7
2056-EVGZL,False,Male,0,True,True,68,True,False,Fiber optic,False,True,True,True,True,True,One year,False,Credit card (automatic),105.75,7322.5,3.47
2057-BOYKM,False,Female,1,True,False,72,True,True,Fiber optic,True,True,True,True,False,False,Two year,True,Bank transfer (automatic),96.6,6827.5,3.17
2057-ZBLPD,True,Female,0,True,False,21,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,86.5,1808.7,2.84
2058-DCJBE,True,Male,0,False,False,5,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.75,324.6,2.29
2061-VVFST,False,Female,0,True,False,37,True,False,No,,,,,,,Month-to-month,False,Bank transfer (automatic),19.5,805.2,0.64
2065-MMKGR,False,Female,0,False,False,29,True,True,DSL,False,False,False,False,True,True,One year,True,Credit card (automatic),71.0,2080.1,2.33
2067-QYTCF,False,Female,0,True,False,64,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,111.15,6953.4,3.65
2068-WWXQZ,False,Male,0,False,False,46,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.05,902.0,0.66
2070-FNEXE,True,Female,1,False,False,7,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),76.45,503.6,2.51
2070-XYMFH,False,Female,1,False,False,23,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Mailed check,79.35,1835.3,2.61
2072-ZVJJX,False,Male,0,True,False,68,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),25.25,1728.2,0.83
2073-QBVBI,False,Female,0,True,False,41,False,,DSL,False,True,False,True,False,False,One year,False,Mailed check,35.45,1391.65,1.16
2074-GKOWZ,True,Male,0,True,True,2,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),89.55,185.55,2.94
2074-GUHPQ,False,Female,0,False,True,17,True,True,Fiber optic,False,True,True,True,False,False,Month-to-month,True,Credit card (automatic),92.7,1556.85,3.05
2075-PUEPR,False,Male,0,True,True,55,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),19.35,1153.25,0.64
2075-RMJIK,False,Female,0,True,True,5,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Mailed check,49.4,232.55,1.62
2077-DDHJK,False,Female,0,True,False,68,True,True,DSL,True,True,True,True,False,False,Two year,False,Credit card (automatic),70.9,4911.35,2.33
2077-MPJQO,False,Male,1,True,False,7,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.4,533.05,2.48
2079-FBMZK,True,Female,0,False,False,6,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,69.25,418.4,2.27
2080-CAZNM,False,Female,1,False,False,41,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.4,4133.95,3.43
2080-GKCWQ,False,Male,0,False,False,2,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Electronic check,74.95,151.75,2.46
2080-SRCDE,False,Female,0,False,True,1,True,True,No,,,,,,,Month-to-month,False,Mailed check,25.4,25.4,0.83
2081-KJSQF,False,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.25,20.25,0.67
2081-VEYEH,False,Male,0,False,False,3,True,False,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,107.95,318.6,3.55
2082-CEFLT,True,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.6,45.6,1.5
2082-OJVTK,True,Male,0,True,True,29,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Electronic check,89.2,2698.35,2.93
2085-BOJKI,False,Male,0,True,False,17,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Bank transfer (automatic),96.65,1588.25,3.18
2085-JVGAD,False,Male,0,True,False,37,True,False,No,,,,,,,Month-to-month,False,Bank transfer (automatic),20.35,697.65,0.67
2087-QAREY,False,Female,0,True,False,22,True,False,DSL,False,True,True,False,False,False,Month-to-month,True,Mailed check,54.7,1178.75,1.8
2088-IEBAU,False,Female,0,False,False,68,True,True,DSL,True,True,True,True,True,True,Two year,True,Electronic check,88.15,6148.45,2.9
2091-GPPIQ,False,Female,0,True,True,72,True,True,DSL,False,True,False,True,True,True,Two year,True,Electronic check,78.95,5730.15,2.59
2091-MJTFX,True,Female,0,True,True,30,False,,DSL,False,False,False,True,True,True,Month-to-month,False,Credit card (automatic),51.2,1561.5,1.68
2091-RFFBA,True,Female,1,False,False,31,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,73.9,2217.15,2.43
2096-XOTMO,False,Female,0,True,True,16,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.35,275.9,0.64
2097-YVPKN,False,Male,0,False,False,65,True,True,No,,,,,,,Two year,False,Mailed check,25.75,1654.75,0.85
2100-BDNSN,True,Female,0,True,False,5,True,True,DSL,False,False,True,True,True,False,Month-to-month,False,Bank transfer (automatic),67.95,350.3,2.23
2101-RANCD,False,Female,0,False,False,55,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,73.1,4144.9,2.4
2103-ZRXFN,False,Male,0,False,False,1,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,50.75,50.75,1.67
2105-PHWON,False,Female,0,True,False,33,True,True,Fiber optic,False,False,True,True,False,True,Month-to-month,True,Credit card (automatic),95.0,3008.15,3.12
2107-FBPTK,False,Female,1,False,False,30,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.1,3121.1,3.42
2108-GLPQB,False,Male,0,True,False,25,True,True,DSL,False,False,True,False,False,False,Month-to-month,False,Credit card (automatic),55.55,1405.3,1.82
2108-XWMPY,True,Male,0,False,False,3,False,,DSL,True,True,False,False,False,False,Month-to-month,True,Mailed check,35.45,106.85,1.16
2108-YKQTY,True,Female,0,False,False,4,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Credit card (automatic),50.7,151.3,1.67
2111-DWYHN,False,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,21.1,21.1,0.69
2114-MGINA,True,Female,0,False,False,14,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Mailed check,89.8,1129.1,2.95
2115-BFTIW,True,Male,0,False,False,25,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,70.95,1767.35,2.33
2120-SMPEX,False,Male,0,False,False,25,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.15,536.35,0.66
2121-JAFOM,False,Female,0,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),115.55,8312.4,3.8
2122-SZZZD,False,Male,0,False,False,44,True,False,No,,,,,,,One year,False,Credit card (automatic),19.5,835.5,0.64
2122-YWVYA,False,Female,0,False,False,18,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,75.4,1380.4,2.48
2123-AGEEN,False,Female,1,False,False,7,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,84.35,609.65,2.77
2123-VSCOT,False,Female,0,True,True,59,True,True,DSL,False,False,True,True,True,False,Two year,True,Bank transfer (automatic),72.1,4194.85,2.37
2126-GSEGL,False,Female,0,True,False,70,True,True,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),84.8,5917.55,2.79
2129-ALKBS,False,Female,0,True,True,40,True,True,No,,,,,,,Month-to-month,True,Electronic check,26.2,1077.5,0.86
2133-TSRRM,False,Female,0,False,True,34,True,False,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),105.35,3688.6,3.46
2135-DQWAQ,False,Female,0,False,False,5,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Mailed check,85.3,420.45,2.8
2135-RXIHG,True,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.65,45.65,1.5
2137-DQMEV,False,Male,0,True,True,68,False,,DSL,True,True,False,False,True,False,One year,False,Mailed check,44.8,2983.65,1.47
2138-VFAPZ,False,Female,0,True,True,14,True,False,No,,,,,,,Two year,True,Mailed check,19.7,263.65,0.65
2139-FQHLM,False,Male,0,False,False,19,True,False,Fiber optic,False,False,True,True,True,False,Month-to-month,False,Mailed check,89.95,1682.4,2.95
